,Unnamed: 0,date,event,map,team_1,team_2
11303,11303.0,24/1/22,Pinnacle Winter Series 1,['Overpass'],SKADE (16),Wisla Krakow (3)
11304,11304.0,24/1/22,Pinnacle Winter Series 1,['Nuke'],SKADE (8),Wisla Krakow (16)
11305,11305.0,24/1/22,Pinnacle Winter Series 1,['Ancient'],Wisla Krakow (11),SKADE (16)
11306,11306.0,24/1/22,Fragadelphia 16 Chicago,['Mirage'],all aim no name (11),InControl (16)
11307,11307.0,24/1/22,Fragadelphia 16 Chicago,['Nuke'],InControl (15),all aim no name (19)
11308,11308.0,24/1/22,Fragadelphia 16 Chicago,['Vertigo'],all aim no name (4),InControl (16)
11309,11309.0,23/1/22,Fragadelphia 16 Chicago,['Dust2'],Kinship Black (14),InControl (16)
11310,11310.0,23/1/22,Fragadelphia 16 Chicago,['Mirage'],InControl (16),Kinship Black (2)
11311,11311.0,23/1/22,Fragadelphia 16 Chicago,['Inferno'],Kinship Black (16),InControl (13)
11312,11312.0,23/1/22,Mythic Winter Series 2022 Cup 1,['Vertigo'],Villainous (16),Paying Myself (12)
11313,11313.0,23/1/22,Mythic Winter Series 2022 Cup 1,['Mirage'],Paying Myself (7),Villainous (16)
11314,11314.0,23/1/22,Malta Vibes Knockout Series 5,['Vertigo'],Nexus (7),ECSTATIC (16)
11315,11315.0,23/1/22,Malta Vibes Knockout Series 5,['Dust2'],ECSTATIC (16),Nexus (11)
11316,11316.0,23/1/22,Fragadelphia 16 Chicago,['Mirage'],all aim no name (16),RIP Kobe (8)
11317,11317.0,23/1/22,Fragadelphia 16 Chicago,['Nuke'],RIP Kobe (16),all aim no name (19)
11318,11318.0,23/1/22,Fragadelphia 16 Chicago,['Ancient'],Fragging for Jason (16),Omega (8)
11319,11319.0,23/1/22,Fragadelphia 16 Chicago,['Mirage'],Omega (11),Fragging for Jason (16)
11320,11320.0,23/1/22,Fragadelphia 16 Chicago,['Vertigo'],Fragging for Jason (13),Omega (16)
11321,11321.0,23/1/22,Funspark ULTI 2021 Finals,['Dust2'],Gambit (16),BIG (10)
11322,11322.0,23/1/22,Funspark ULTI 2021 Finals,['Ancient'],BIG (5),Gambit (16)
11323,11323.0,23/1/22,Funspark ULTI 2021 Finals,['Ancient'],ECSTATIC (17),Entropiq (19)
11324,11324.0,23/1/22,Funspark ULTI 2021 Finals,['Vertigo'],Entropiq (6),ECSTATIC (16)
11325,11325.0,23/1/22,Funspark ULTI 2021 Finals,['Overpass'],ECSTATIC (11),Entropiq (16)
11326,11326.0,24/1/22,Funspark ULTI 2021 Finals,['Dust2'],Entropiq (13),BIG (16)
11327,11327.0,24/1/22,Pinnacle Winter Series 1,['Dust2'],Tricked (8),Sprout (16)
11328,11328.0,24/1/22,Thunderpick Bitcoin Series 2022,['Nuke'],SINNERS (8),SAW (16)
11329,11329.0,24/1/22,Thunderpick Bitcoin Series 2022,['Inferno'],SINNERS (16),SAW (7)
11330,11330.0,24/1/22,Thunderpick Bitcoin Series 2022,['Ancient'],SAW (16),SINNERS (12)
11331,11331.0,24/1/22,Pinnacle Winter Series 1,['Mirage'],GamerLegion (6),K23 (16)
11332,11332.0,24/1/22,Pinnacle Winter Series 1,['Overpass'],K23 (16),GamerLegion (13)
11333,11333.0,24/1/22,Mythic Winter Series 2022 Cup 1,['Nuke'],Villainous (4),Party Astronauts (16)
11334,11334.0,24/1/22,Mythic Winter Series 2022 Cup 1,['Mirage'],Party Astronauts (16),Villainous (8)
11335,11335.0,23/1/22,Mythic Winter Series 2022 Cup 1,['Overpass'],ATK (11),Party Astronauts (16)
11336,11336.0,23/1/22,Mythic Winter Series 2022 Cup 1,['Inferno'],Party Astronauts (16),ATK (12)
11337,11337.0,23/1/22,Fragadelphia 16 Chicago,['Nuke'],Fragging for Jason (8),all aim no name (16)
11338,11338.0,23/1/22,Fragadelphia 16 Chicago,['Mirage'],all aim no name (16),Fragging for Jason (6)
11339,11339.0,23/1/22,Fragadelphia 16 Chicago,['Overpass'],Alex Rider (14),InControl (16)
11340,11340.0,23/1/22,Fragadelphia 16 Chicago,['Vertigo'],Alex Rider (9),InControl (16)
11341,11341.0,23/1/22,Fragadelphia 16 Chicago,['Mirage'],InControl (5),Alex Rider (16)
11342,11342.0,23/1/22,Fragadelphia 16 Chicago,['Ancient'],Fourth Quarter (9),Kinship Black (16)
11343,11343.0,23/1/22,Fragadelphia 16 Chicago,['Mirage'],Fourth Quarter (9),Kinship Black (16)
11344,11344.0,23/1/22,Fragadelphia 16 Chicago,['Vertigo'],Kinship Black (12),Fourth Quarter (16)
11345,11345.0,23/1/22,Malta Vibes Knockout Series 5,['Dust2'],UNGENTIUM (13),K23 (16)
11346,11346.0,23/1/22,Malta Vibes Knockout Series 5,['Inferno'],K23 (16),UNGENTIUM (3)
11347,11347.0,23/1/22,Malta Vibes Knockout Series 5,['Mirage'],Copenhagen Flames (16),Young Ninjas (4)
11348,11348.0,23/1/22,Malta Vibes Knockout Series 5,['Dust2'],Young Ninjas (7),Copenhagen Flames (16)
11349,11349.0,23/1/22,Malta Vibes Knockout Series 5,['Mirage'],SINNERS (16),1shot (14)
11350,11350.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Nuke'],ATK (16),RBG (11)
11351,11351.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Inferno'],RBG (9),ATK (16)
11352,11352.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Overpass'],ATK (11),RBG (16)
11353,11353.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Overpass'],RBG (16),X13 (13)
11354,11354.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Mirage'],ChocoCheck (8),Villainous (16)
11355,11355.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Inferno'],Paying Myself (16),RBG (14)
11356,11356.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Inferno'],X13 (7),ATK (16)
11357,11357.0,22/1/22,Malta Vibes Knockout Series 5,['Overpass'],Wisla Krakow (16),777 (5)
11358,11358.0,22/1/22,Malta Vibes Knockout Series 5,['Ancient'],Wisla Krakow (14),777 (16)
11359,11359.0,22/1/22,Malta Vibes Knockout Series 5,['Mirage'],777 (23),Wisla Krakow (25)
11360,11360.0,22/1/22,Funspark ULTI 2021 Finals,['Overpass'],Entropiq (16),Astralis (13)
11361,11361.0,22/1/22,Funspark ULTI 2021 Finals,['Nuke'],Entropiq (16),Astralis (8)
11362,11362.0,22/1/22,Funspark ULTI 2021 Finals,['Ancient'],Astralis (16),Entropiq (13)
11363,11363.0,22/1/22,Funspark ULTI 2021 Finals,['Inferno'],K23 (6),ECSTATIC (16)
11364,11364.0,22/1/22,Funspark ULTI 2021 Finals,['Ancient'],ECSTATIC (16),K23 (14)
11365,11365.0,21/1/22,Malta Vibes Knockout Series 5,['Inferno'],ex-Coalesce (13),AVE (16)
11366,11366.0,21/1/22,Malta Vibes Knockout Series 5,['Nuke'],AVE (16),ex-Coalesce (12)
11367,11367.0,21/1/22,Funspark ULTI 2021 Finals,['Overpass'],BIG (16),K23 (4)
11368,11368.0,21/1/22,Funspark ULTI 2021 Finals,['Mirage'],BIG (12),K23 (16)
11369,11369.0,21/1/22,Funspark ULTI 2021 Finals,['Dust2'],K23 (6),BIG (16)
11370,11370.0,21/1/22,Malta Vibes Knockout Series 5,['Inferno'],UNGENTIUM (16),KOVA (12)
11371,11371.0,21/1/22,Malta Vibes Knockout Series 5,['Mirage'],KOVA (6),UNGENTIUM (16)
11372,11372.0,21/1/22,Malta Vibes Knockout Series 5,['Ancient'],UNGENTIUM (6),KOVA (16)
11373,11373.0,21/1/22,Funspark ULTI 2021 Finals,['Overpass'],Gambit (16),Entropiq (6)
11374,11374.0,21/1/22,Funspark ULTI 2021 Finals,['Mirage'],Entropiq (16),Gambit (14)
11375,11375.0,21/1/22,Funspark ULTI 2021 Finals,['Dust2'],Entropiq (5),Gambit (16)
11376,11376.0,23/1/22,Malta Vibes Knockout Series 5,['Nuke'],SINNERS (14),1shot (16)
11377,11377.0,23/1/22,Malta Vibes Knockout Series 5,['Inferno'],1shot (17),SINNERS (19)
11378,11378.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Dust2'],Eros (12),Villainous (16)
11379,11379.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Inferno'],Villainous (19),Eros (15)
11380,11380.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Mirage'],Paying Myself (16),ATK (10)
11381,11381.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Nuke'],Eros (9),Party Astronauts (16)
11382,11382.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Mirage'],Eros (16),ChocoCheck (10)
11383,11383.0,22/1/22,Mythic Winter Series 2022 Cup 1,['Dust2'],Party Astronauts (16),Villainous (6)
11384,11384.0,22/1/22,Malta Vibes Knockout Series 5,['Ancient'],PACT (14),Los Reyes (16)
11385,11385.0,22/1/22,Malta Vibes Knockout Series 5,['Nuke'],Los Reyes (16),PACT (14)
11386,11386.0,22/1/22,Malta Vibes Knockout Series 5,['Nuke'],1shot (16),D13 (9)
11387,11387.0,22/1/22,Malta Vibes Knockout Series 5,['Mirage'],D13 (10),1shot (16)
11388,11388.0,22/1/22,Malta Vibes Knockout Series 5,['Inferno'],LPSP (7),Young Ninjas (16)
11389,11389.0,22/1/22,Malta Vibes Knockout Series 5,['Overpass'],LPSP (9),Young Ninjas (16)
11390,11390.0,22/1/22,Malta Vibes Knockout Series 5,['Nuke'],Young Ninjas (10),LPSP (16)
11391,11391.0,21/1/22,Malta Vibes Knockout Series 5,['Dust2'],B8 (7),Entropiq Prague (16)
11392,11392.0,21/1/22,Malta Vibes Knockout Series 5,['Nuke'],Entropiq Prague (16),B8 (7)
11393,11393.0,21/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],GamerLegion (19),EC Kyiv (16)
11394,11394.0,21/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],GamerLegion (6),EC Kyiv (16)
11395,11395.0,21/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],EC Kyiv (9),GamerLegion (16)
11396,11396.0,21/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],GMT (9),Apeks (16)
11397,11397.0,21/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],Apeks (16),GMT (8)
11398,11398.0,21/1/22,Malta Vibes Knockout Series 5,['Ancient'],Nexus (16),Into the Breach (10)
11399,11399.0,21/1/22,Malta Vibes Knockout Series 5,['Dust2'],Into the Breach (12),Nexus (16)
11400,11400.0,20/1/22,Malta Vibes Knockout Series 5,['Overpass'],FTW (8),Wisla Krakow (16)
11401,11401.0,20/1/22,Malta Vibes Knockout Series 5,['Ancient'],Wisla Krakow (16),FTW (10)
11402,11402.0,20/1/22,Malta Vibes Knockout Series 5,['Inferno'],Sangal (8),Young Ninjas (16)
11403,11403.0,20/1/22,Malta Vibes Knockout Series 5,['Overpass'],Sangal (17),Young Ninjas (19)
11404,11404.0,20/1/22,Malta Vibes Knockout Series 5,['Ancient'],Young Ninjas (11),Sangal (16)
11405,11405.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],GMT (12),Savage (16)
11406,11406.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Savage (16),GMT (10)
11407,11407.0,20/1/22,Funspark ULTI 2021 Finals,['Inferno'],Astralis (19),fnatic (16)
11408,11408.0,20/1/22,Funspark ULTI 2021 Finals,['Nuke'],fnatic (16),Astralis (13)
11409,11409.0,20/1/22,Funspark ULTI 2021 Finals,['Mirage'],Astralis (16),fnatic (2)
11410,11410.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Apeks (16),OneTap (4)
11411,11411.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],OneTap (13),Apeks (16)
11412,11412.0,20/1/22,Funspark ULTI 2021 Finals,['Nuke'],ECSTATIC (16),Complexity (10)
11413,11413.0,20/1/22,Funspark ULTI 2021 Finals,['Inferno'],Complexity (20),ECSTATIC (22)
11414,11414.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],Finest (16),Enterprise (10)
11415,11415.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Vertigo'],Finest (16),Enterprise (11)
11416,11416.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],Enterprise (16),Finest (9)
11417,11417.0,20/1/22,ESL Challenger League Season 40 North America,['Inferno'],Disconnected (8),ChocoCheck (16)
11418,11418.0,20/1/22,ESL Challenger League Season 40 North America,['Mirage'],ChocoCheck (16),Disconnected (7)
11419,11419.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Vertigo'],GMT (13),Endpoint (16)
11420,11420.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],Endpoint (16),GMT (3)
11421,11421.0,19/1/22,Elisa Invitational Winter 2021,['Inferno'],BLINK (16),fnatic Rising (6)
11422,11422.0,19/1/22,Elisa Invitational Winter 2021,['Mirage'],fnatic Rising (16),BLINK (6)
11423,11423.0,21/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],Finest (12),Tricked (16)
11424,11424.0,21/1/22,Pinnacle Winter Series 1 Regionals,['Vertigo'],Finest (9),Tricked (16)
11425,11425.0,21/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Tricked (7),Finest (16)
11426,11426.0,20/1/22,Elisa Invitational Winter 2021,['Vertigo'],Savage (16),AGO (13)
11427,11427.0,20/1/22,Elisa Invitational Winter 2021,['Ancient'],AGO (9),Savage (16)
11428,11428.0,20/1/22,Elisa Invitational Winter 2021,['Inferno'],HAVU (14),Looking For Org (16)
11429,11429.0,20/1/22,Elisa Invitational Winter 2021,['Overpass'],Looking For Org (16),HAVU (3)
11430,11430.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],Unique (16),GamerLegion (10)
11431,11431.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Unique (13),GamerLegion (16)
11432,11432.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],GamerLegion (11),Unique (16)
11433,11433.0,20/1/22,Malta Vibes Knockout Series 5,['Ancient'],4glory (20),KOVA (22)
11434,11434.0,20/1/22,Malta Vibes Knockout Series 5,['Nuke'],4glory (17),KOVA (19)
11435,11435.0,20/1/22,Malta Vibes Knockout Series 5,['Inferno'],KOVA (14),4glory (16)
11436,11436.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Wisla Krakow (16),EC Kyiv (5)
11437,11437.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],Wisla Krakow (16),EC Kyiv (14)
11438,11438.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],EC Kyiv (16),Wisla Krakow (11)
11439,11439.0,20/1/22,Malta Vibes Knockout Series 5,['Ancient'],UNGENTIUM (16),GMT (14)
11440,11440.0,20/1/22,Malta Vibes Knockout Series 5,['Inferno'],GMT (16),UNGENTIUM (14)
11441,11441.0,20/1/22,Malta Vibes Knockout Series 5,['Mirage'],UNGENTIUM (16),GMT (11)
11442,11442.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Nuke'],Looking For Org (10),Tricked (16)
11443,11443.0,20/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],Tricked (16),Looking For Org (13)
11444,11444.0,19/1/22,Malta Vibes Knockout Series 5,['Dust2'],Into the Breach (16),EC Brugge (10)
11445,11445.0,19/1/22,Malta Vibes Knockout Series 5,['Mirage'],Into the Breach (16),EC Brugge (11)
11446,11446.0,19/1/22,Malta Vibes Knockout Series 5,['Ancient'],EC Brugge (16),Into the Breach (8)
11447,11447.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],SAW (16),Savage (8)
11448,11448.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Vertigo'],Savage (16),SAW (3)
11449,11449.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],SAW (16),Savage (3)
11450,11450.0,19/1/22,Malta Vibes Knockout Series 5,['Mirage'],Astralis Talent (11),1shot (16)
11451,11451.0,19/1/22,Malta Vibes Knockout Series 5,['Nuke'],Astralis Talent (12),1shot (16)
11452,11452.0,19/1/22,Malta Vibes Knockout Series 5,['Vertigo'],1shot (7),Astralis Talent (16)
11453,11453.0,19/1/22,ESEA Premier Season 39 Europe Relegation,['Inferno'],PACT (8),Nemiga (16)
11454,11454.0,19/1/22,ESEA Premier Season 39 Europe Relegation,['Nuke'],Nemiga (16),PACT (3)
11455,11455.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],Tricked (13),Wisla Krakow (16)
11456,11456.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Tricked (14),Wisla Krakow (16)
11457,11457.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Nuke'],Wisla Krakow (15),Tricked (19)
11458,11458.0,19/1/22,Elisa Invitational Winter 2021,['Dust2'],Lynn Vision (9),Eternal Fire (16)
11459,11459.0,19/1/22,Elisa Invitational Winter 2021,['Inferno'],Eternal Fire (16),Lynn Vision (9)
11460,11460.0,19/1/22,Funspark ULTI 2021 Finals,['Nuke'],BIG (16),fnatic (12)
11461,11461.0,19/1/22,Funspark ULTI 2021 Finals,['Mirage'],fnatic (19),BIG (17)
11462,11462.0,19/1/22,Funspark ULTI 2021 Finals,['Overpass'],BIG (16),fnatic (7)
11463,11463.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Enterprise (10),GamerLegion (16)
11464,11464.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],GamerLegion (16),Enterprise (6)
11465,11465.0,19/1/22,Malta Vibes Knockout Series 5,['Nuke'],Ambush (7),Nexus (16)
11466,11466.0,19/1/22,Malta Vibes Knockout Series 5,['Inferno'],Nexus (19),Ambush (22)
11467,11467.0,19/1/22,Malta Vibes Knockout Series 5,['Dust2'],Ambush (9),Nexus (16)
11468,11468.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Nuke'],MASONIC (13),Looking For Org (16)
11469,11469.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],Looking For Org (16),MASONIC (13)
11470,11470.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],Endpoint (16),Unique (9)
11471,11471.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Vertigo'],Unique (5),Endpoint (16)
11472,11472.0,18/1/22,Elisa Invitational Winter 2021,['Dust2'],Enterprise (4),ECSTATIC (16)
11473,11473.0,18/1/22,Elisa Invitational Winter 2021,['Ancient'],Enterprise (16),ECSTATIC (8)
11474,11474.0,18/1/22,Elisa Invitational Winter 2021,['Inferno'],ECSTATIC (16),Enterprise (4)
11475,11475.0,19/1/22,Elisa Invitational Winter 2021,['Ancient'],BLINK (16),fnatic Rising (6)
11476,11476.0,19/1/22,Funspark ULTI 2021 Finals,['Dust2'],Gambit (16),Complexity (8)
11477,11477.0,19/1/22,Funspark ULTI 2021 Finals,['Vertigo'],Complexity (19),Gambit (16)
11478,11478.0,19/1/22,Funspark ULTI 2021 Finals,['Ancient'],Gambit (16),Complexity (11)
11479,11479.0,19/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Nuke'],Into the Breach (13),BIG Academy (16)
11480,11480.0,19/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Ancient'],BIG Academy (8),Into the Breach (16)
11481,11481.0,19/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Inferno'],Into the Breach (8),BIG Academy (16)
11482,11482.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Vertigo'],Apeks (9),EC Kyiv (16)
11483,11483.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],EC Kyiv (9),Apeks (16)
11484,11484.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],Apeks (10),EC Kyiv (16)
11485,11485.0,19/1/22,Malta Vibes Knockout Series 5,['Overpass'],Apeks Rebels (4),ex-Coalesce (16)
11486,11486.0,19/1/22,Malta Vibes Knockout Series 5,['Mirage'],ex-Coalesce (16),Apeks Rebels (11)
11487,11487.0,19/1/22,Malta Vibes Knockout Series 5,['Ancient'],Apeks Rebels (16),ex-Coalesce (13)
11488,11488.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],Finest (14),Unique (16)
11489,11489.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],Unique (25),Finest (23)
11490,11490.0,19/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Nuke'],eSuba (13),BIG Academy (16)
11491,11491.0,19/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Vertigo'],eSuba (14),BIG Academy (16)
11492,11492.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],OneTap (19),eSuba (17)
11493,11493.0,19/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],eSuba (13),OneTap (16)
11494,11494.0,18/1/22,Malta Vibes Knockout Series 5,['Vertigo'],Entropiq Prague (16),ex-Feenix (10)
11495,11495.0,18/1/22,Malta Vibes Knockout Series 5,['Inferno'],ex-Feenix (12),Entropiq Prague (16)
11496,11496.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],Savage (19),GamerLegion (16)
11497,11497.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],GamerLegion (22),Savage (25)
11498,11498.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],Savage (14),GamerLegion (16)
11499,11499.0,18/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Overpass'],eSuba (16),OFFSET (4)
11500,11500.0,18/1/22,Malta Vibes Knockout Series 5,['Ancient'],cowana (14),PACT (16)
11501,11501.0,18/1/22,Malta Vibes Knockout Series 5,['Vertigo'],PACT (16),cowana (7)
11502,11502.0,18/1/22,Malta Vibes Knockout Series 5,['Dust2'],cowana (19),PACT (16)
11503,11503.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],EC Kyiv (8),SAW (16)
11504,11504.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Vertigo'],EC Kyiv (14),SAW (16)
11505,11505.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],SAW (14),EC Kyiv (16)
11506,11506.0,18/1/22,Elisa Invitational Winter 2021,['Mirage'],777 (14),Dignitas (16)
11507,11507.0,18/1/22,Elisa Invitational Winter 2021,['Overpass'],Dignitas (19),777 (15)
11508,11508.0,18/1/22,Malta Vibes Knockout Series 5,['Nuke'],OFFSET (4),B8 (16)
11509,11509.0,18/1/22,Malta Vibes Knockout Series 5,['Overpass'],B8 (16),OFFSET (5)
11510,11510.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],Looking For Org (10),Wisla Krakow (16)
11511,11511.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],Wisla Krakow (16),Looking For Org (7)
11512,11512.0,18/1/22,Malta Vibes Knockout Series 5,['Mirage'],D13 (16),ECLOT (13)
11513,11513.0,18/1/22,Malta Vibes Knockout Series 5,['Ancient'],ECLOT (16),D13 (19)
11514,11514.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],MASONIC (7),Apeks (16)
11515,11515.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Vertigo'],Apeks (16),MASONIC (9)
11516,11516.0,17/1/22,Malta Vibes Knockout Series 5,['Inferno'],LPSP (16),HellRaisers (11)
11517,11517.0,17/1/22,Malta Vibes Knockout Series 5,['Nuke'],HellRaisers (9),LPSP (16)
11518,11518.0,17/1/22,Malta Vibes Knockout Series 5,['Mirage'],LPSP (10),HellRaisers (16)
11519,11519.0,17/1/22,Elisa Invitational Winter 2021,['Ancient'],AGF (16),Entropiq (12)
11520,11520.0,17/1/22,Elisa Invitational Winter 2021,['Vertigo'],Entropiq (13),AGF (16)
11521,11521.0,17/1/22,Malta Vibes Knockout Series 5,['Ancient'],Enterprise (11),777 (16)
11522,11522.0,17/1/22,Malta Vibes Knockout Series 5,['Overpass'],777 (10),Enterprise (16)
11523,11523.0,17/1/22,Malta Vibes Knockout Series 5,['Vertigo'],Enterprise (14),777 (16)
11524,11524.0,18/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Nuke'],OFFSET (16),eSuba (2)
11525,11525.0,18/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Inferno'],eSuba (16),OFFSET (11)
11526,11526.0,18/1/22,Funspark ULTI 2021 Finals,['Overpass'],K23 (19),Astralis (16)
11527,11527.0,18/1/22,Funspark ULTI 2021 Finals,['Inferno'],K23 (8),Astralis (16)
11528,11528.0,18/1/22,Funspark ULTI 2021 Finals,['Mirage'],Astralis (19),K23 (22)
11529,11529.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],Tricked (9),GMT (16)
11530,11530.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Nuke'],GMT (7),Tricked (16)
11531,11531.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Tricked (8),GMT (16)
11532,11532.0,18/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Ancient'],Into the Breach (16),BIG Academy (9)
11533,11533.0,18/1/22,Thunderpick Bitcoin Series 2022 Closed Qualifier,['Inferno'],Into the Breach (16),BIG Academy (14)
11534,11534.0,18/1/22,Funspark ULTI 2021 Finals,['Vertigo'],Entropiq (22),ECSTATIC (18)
11535,11535.0,18/1/22,Funspark ULTI 2021 Finals,['Mirage'],ECSTATIC (5),Entropiq (16)
11536,11536.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],eSuba (12),Finest (16)
11537,11537.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],Finest (16),eSuba (6)
11538,11538.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],OneTap (11),Enterprise (16)
11539,11539.0,18/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Enterprise (22),OneTap (18)
11540,11540.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],Wisla Krakow (14),Endpoint (16)
11541,11541.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],Wisla Krakow (16),Endpoint (14)
11542,11542.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],Endpoint (16),Wisla Krakow (2)
11543,11543.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],Unique (16),Looking For Org (10)
11544,11544.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],Looking For Org (9),Unique (16)
11545,11545.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Inferno'],Unique (13),Looking For Org (16)
11546,11546.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Mirage'],GamerLegion (16),Apeks (14)
11547,11547.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Overpass'],Apeks (16),GamerLegion (12)
11548,11548.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],GamerLegion (19),Apeks (17)
11549,11549.0,17/1/22,Elisa Invitational Winter 2021,['Vertigo'],Finest (8),Sprout (16)
11550,11550.0,17/1/22,Elisa Invitational Winter 2021,['Overpass'],Sprout (16),Finest (10)
11551,11551.0,17/1/22,Malta Vibes Knockout Series 5,['Ancient'],Unique (10),Los Reyes (16)
11552,11552.0,17/1/22,Malta Vibes Knockout Series 5,['Overpass'],Los Reyes (16),Unique (12)
11553,11553.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Dust2'],MASONIC (2),Savage (16)
11554,11554.0,17/1/22,Pinnacle Winter Series 1 Regionals,['Ancient'],Savage (16),MASONIC (6)
11555,11555.0,17/1/22,Malta Vibes Knockout Series 5,['Dust2'],ALTERNATE aTTaX (8),AVE (16)
